rs_sv_chem_l;rs_sv_tronc_l
2173851;4540
2173852;4540
2173397;1905
2173440;13295
2173441;13295
2173681;13295
2173896;912
2173897;912
2173417;1012
2173420;1012
2173690;1012
2174342;2321
2174344;2321
2173549;1178
2173407;454
2173748;454
2173795;947
2173491;3636
2173492;3636
2173898;1022
2173899;1022
2173411;1799
2173412;1799
2173546;1799
2173581;1799
2173582;1799
2173851;1799
2173380;283
2173865;913
2173758;1056
2173765;7014
2173418;466
2173420;466
2173398;2185
2173371;2709
2173514;2197
2174460;1597
2173497;226
2174450;4617
2173381;2599
2174045;12051
2173549;946
2173511;2190
2173513;2190
2173770;2190
2173428;2653
2173616;7429
2173619;7429
2173484;1152
2173486;1152
2173798;1152
2173827;6787
2173367;1975
2173542;803
2173562;967
2173836;967
2173852;967
2174251;661
2173795;310
2174180;4167
2173855;4508
2173440;403
2173886;2835
2173503;2205
2173504;2205
2173506;2205
2173796;3615
2173610;553
2173550;1444
2173381;334
2173888;334
2173492;1388
2173810;4759
2173864;1044
2173517;412
2173381;3875
2173888;3875
2173485;2733
2173748;3826
2174259;4629
2174464;4629
2173616;1879
2173619;1879
2174396;8205
2174362;2160
2173580;1377
2173582;1377
2173770;2753
2174379;2457
2174355;4201
2174380;4201
2174386;4201
2173417;4779
2174395;4779
2174397;4779
2173522;3846
2173526;3846
2173722;1557
2173491;3045
2173523;222
2173526;222
2173853;222
2173521;6954
2173522;6954
2173468;2731
2173748;3807
2173802;3807
2173447;1087
2173523;1878
2173530;1878
2173486;3303
2173748;3303
2173730;769
2173454;2614
2174105;2614
2173503;4354
2173688;4354
2173691;4354
2173758;996
2174338;199
2173454;2637
2173455;2637
2173896;2445
2173704;2317
2173439;3569
2173981;3569
2173407;4468
2173707;4468
2173981;4468
2174215;4468
2174216;4468
2174287;4468
2173517;169
2173799;4259
2173800;4259
2173454;1748
2173525;31
2173564;1104
2173565;1104
2173735;703
2173580;768
2173584;768
2173589;768
2173610;768
2173808;12548
2174335;142
2173380;161
2173381;161
2173455;1637
2174354;1637
2174358;1637
2174359;1637
2174360;1637
2174397;1637
2174430;1637
2173484;1029
2173485;1029
2173798;1029
2174051;1422
2174054;1422
2174152;1422
2174153;1422
2173748;9888
2173749;9888
2173903;2761
2173765;1131
2173564;528
2173777;528
2173886;8183
2173506;4518
2173387;5822
2173778;1192
2173850;12170
2173563;1364
2173777;1364
2173799;4370
2173785;1722
2173776;64
2173858;6802
2173851;1736
2173691;1049
2173696;1049
2173697;1049
2173383;2275
2173506;2275
2173623;2563
2173870;4224
2173871;4224
2173448;2047
2173801;4360
2173618;2144
2173619;2144
2173649;2144
2174329;3177
2173617;2652
2173542;2006
2173546;2006
2173486;1655
2174389;4889
2173891;1008
2173765;2230
2173820;992
2173565;3201
2173514;3544
2173516;3544
2173769;3544
2173550;1893
2173497;559
2173802;559
2173897;1121
2173468;3430
2173371;1231
2173865;2301
2174354;4900
2174374;4900
2174395;14011
2174397;14011
2173575;37
2173582;37
2173589;37
2173484;235
2173485;235
2173486;235
2173801;3429
2173503;279
2173890;7030
2173440;1256
2173367;1348
2173623;3908
2173637;3908
2173870;3908
2173849;1686
2173769;2385
2173690;13294
2173691;13294
2173864;1215
2173532;654
2173533;654
2173534;654
2173465;974
2173407;2181
2173903;2181
2173479;211
2173507;211
2173523;329
2173463;4526
2173465;4526
2173886;2318
2173463;2632
2173465;2632
2173809;2507
2173881;2060
2173468;851
2173470;851
2173542;4322
2173903;1564
2173406;870
2173901;870
2173681;1900
2173734;1900
2173406;594
2173371;1987
2173786;3510
2173787;3510
2173788;3510
2173789;3510
2173680;1471
2173681;1471
2173562;1171
2173560;1171
2173563;1171
2173770;72
2173590;110
2173623;12539
2173748;2635
2173749;2635
2174354;2635
2173981;89
2173802;98
2173851;982
2173463;1079
2173564;1079
2173565;1079
2174365;1876
2173800;14
2173898;4148
2173899;4148
2174179;8338
2174193;8338
2173549;2017
2173882;2052
2173496;636
2173497;636
2174417;636
2174451;636
2174453;636
2174460;636
2173397;2616
2173398;2616
2174214;2616
2174307;2616
2173417;3072
2173418;3072
2173407;236
2173497;280
2174265;280
2174424;280
2173773;4407
2173517;2196
2173496;624
2173397;1384
2173398;1384
2173383;2254
2173472;333
2174354;3720
2173851;1242
2173835;4048
2173397;4470
2174214;4470
2174237;4470
2173800;420
2173550;3921
2173549;1445
2173696;11222
2173840;11222
2174251;1632
2173637;551
2173638;551
2173870;551
2173871;551
2173880;964
2173479;1084
2173645;1273
2173646;1273
2173647;1273
2173779;1273
2173371;1985
2173581;1292
2173584;1292
2173371;560
2173478;1213
2173795;1213
2174109;1200
2173468;1214
2173827;1214
2173861;396
2173496;979
2173497;979
2173647;2049
2173648;2049
2173649;2049
2173549;1894
2173618;2086
2173376;899
2173742;1454
2173411;3482
2173735;1627
2173736;1627
2173801;1371
2173743;100
2173397;2177
2173387;1112
2173367;638
2173417;632
2173420;632
2173418;2715
2173422;2715
2173411;2038
2173414;2038
2173843;2038
2173887;4532
2173704;12546
2173807;1957
2173881;1957
2174354;538
2174395;538
2173633;2085
2173634;2085
2173636;2085
2173888;7482
2173616;905
2173617;905
2173743;905
2173619;691
2173868;691
2173537;2023
2173380;1874
2173381;1874
2173484;4787
2173486;4787
2173406;9662
2173496;9662
2173497;9662
2174215;9662
2173671;9423
2173675;9423
2173616;2367
2173617;2367
2173618;2367
2173867;2367
2173868;2367
2173853;824
2174052;1392
2174190;1392
2173781;2010
2173478;2117
2174417;2123
2173890;5522
2173778;1394
2173582;62
2173589;62
2173580;3175
2173582;3175
2173589;3175
2173801;4132
2173377;10
2173397;2180
2173492;2180
2173742;2180
2173616;3253
2173619;3253
2173801;793
2173890;6899
2173491;327
2173492;327
2173801;3802
2173748;1127
2173581;12789
2173584;12789
2173414;3069
2173843;3069
2173546;1929
2173901;346
2173633;2382
2173634;2382
2173637;2382
2173897;2382
2173478;1546
2173795;302
2173797;302
2173879;2748
2173596;6931
2173788;1515
2173537;1828
2173540;1828
2173719;1828
2173820;1828
2173757;118
2173491;823
2173492;823
2173589;1404
2174252;301
2173463;2608
2174403;2608
2174405;2608
2174436;2608
2173797;4274
2173882;2212
2173616;2107
2173618;2107
2173831;125
2173530;4473
2173806;4446
2173869;4653
2173582;3706
2173784;3706
2173786;3706
2173789;3706
2173397;1638
2174243;1638
2174244;1638
2173383;14231
2173516;3751
2173680;3751
2173681;3751
2173516;2699
2173584;2699
2173589;2699
2173989;2699
2173901;2
2173542;373
2173479;1027
2173878;3361
2173596;1889
2173406;2159
2173674;9386
2173807;4654
2173790;3074
2173870;11287
2173871;11287
2173864;369
2173446;13285
2173697;13285
2173377;1998
2173537;9542
2173540;9542
2173801;130
2173899;3022
2173376;2594
2173377;2594
2173680;13302
2173616;2623
2173617;2623
2173742;2623
2173881;2324
2173852;1715
2173542;1496
2173882;7050
2173897;399
2173406;1936
2173707;1936
2174215;1936
2174339;1936
2173484;2066
2173485;2066
2173617;7029
2173618;7029
2173796;927
2173797;927
2173826;9929
2173367;993
2173504;1641
2173757;1641
2173376;2065
2173637;2065
2173520;1869
2173523;1869
2173864;9845
2173549;1036
2174258;33
2174458;33
2173376;4425
2173377;4425
2173486;962
2173516;962
2173463;1696
2173383;1102
2173820;3781
2173788;3076
2173565;2712
2173851;2712
2173623;2541
2173780;2132
2173691;1153
2173693;1153
2173697;1153
2173562;3737
2173565;3737
2173529;8483
2173530;8483
2173532;8483
2173534;8483
2173864;2440
2173581;856
2173454;421
2173890;3911
2173820;3317
2173780;1455
2173584;2050
2173581;2050
2173853;2050
2173853;1068
2173650;9865
2173898;9865
2174182;305
2173807;2327
2173520;4475
2173521;4475
2173580;147
2173581;147
2173589;147
2173778;147
2173581;1407
2173853;1407
2173468;590
2173616;12529
2173617;12529
2173618;12529
2174362;9682
2174365;9682
2173411;3066
2173414;3066
2173843;3066
2173387;710
2174078;3515
2174102;3515
2174104;3515
2174141;3515
2174275;3515
2173786;3505
2173788;3505
2173377;1253
2173874;1232
2173864;658
2173550;1547
2173878;876
2174267;1144
2173765;20
2173857;6804
2173422;1764
2173619;343
2173837;1458
2173713;1605
2173730;1605
2173778;770
2173418;714
2173377;933
2173633;933
2173634;933
2173636;933
2173581;154
2173584;154
2173605;2270
2173752;261
2173765;261
2173874;2034
2173596;9104
2173417;1333
2173422;1333
2173422;3063
2173560;3729
2173565;3729
2173743;381
2173616;2359
2173617;2359
2173618;2359
2173605;1374
2173710;1374
2174337;663
2173981;1937
2174235;1937
2174339;1937
2174349;1937
2174314;13332
2173439;13290
2173839;9736
2173397;2856
2173455;2856
2173492;2856
2173659;2856
2173662;2856
2173987;2856
2174236;2856
2174237;2856
2174295;2856
2174298;2856
2174307;2856
2174334;2856
2173827;8561
2173367;708
2173468;708
2173623;1529
2174233;1529
2174298;1529
2174330;1529
2174334;1529
2173367;1077
2173560;4657
2173560;137
2173561;137
2173562;137
2173563;137
2173565;137
2173777;137
2173777;582
2173560;1361
2173777;1361
2173560;521
2173540;1309
2173645;688
2173646;688
2173748;1946
2173530;1513
2173534;1513
2173710;4622
2173380;2739
2173381;2739
2173425;2875
2173623;2875
2173773;2875
2173575;2111
2173577;2111
2173778;2111
2174214;2862
2174236;2862
2174304;2862
2174307;2862
2174334;2862
2174352;2862
2174295;14268
2173411;1797
2173546;1797
2173397;2763
2173398;2763
2173584;1362
2173589;1362
2173778;1362
2173496;766
2173491;1154
2173428;1402
2174052;1871
2174101;1871
2174176;1871
2174190;1871
2173802;12526
2173778;1522
2173367;550
2173563;1360
2173565;1360
2173605;1360
2173428;3048
2173617;3048
2173619;3048
2173850;1822
2173580;465
2173589;465
2173778;465
2173850;1225
2173565;1592
2173562;2319
2173796;4369
2174287;2916
2174416;2916
2173406;1963
2173407;1963
2173496;1963
2173497;1963
2174396;1963
2174424;1963
2174435;1963
2174447;2124
2174453;2124
2173880;3673
2173805;1432
2174054;7396
2174104;7396
2174141;7396
2174152;7396
2174440;7396
2173862;1723
2173829;6818
2173478;1500
2173479;1500
2173865;2540
2173850;2931
2173610;3397
2173428;2833
2173742;2833
2173981;2833
2173704;6981
2173794;1785
2173516;4353
2173517;4353
2173681;4353
2173549;3931
2173411;2716
2173546;2716
2173596;2812
2174142;3335
2174146;3335
2174430;3335
2173532;564
2173851;564
2173779;3548
2173562;620
2173742;2143
2173743;2143
2173791;1590
2173853;1590
2173837;6731
2173719;833
2173478;4128
2173479;4128
2173605;4128
2173446;972
2173691;972
2173694;972
2173697;972
2173387;13868
2173565;1135
2173645;2134
2173806;2134
2173439;2725
2173981;2725
2173680;1346
2173806;1420
2173618;156
2173619;156
2174265;156
2174267;156
2174424;156
2174447;156
2174461;156
2174465;156
2174331;4816
2174337;4816
2174347;4816
2173617;1969
2173707;1969
2173776;1969
2174314;12616
2173617;1480
2173618;1480
2173619;1480
2174212;1480
2174215;1480
2174216;1480
2174084;4880
2174092;3337
2174103;3337
2174361;3337
2174354;652
2174359;652
2174360;652
2174072;3789
2174082;3789
2174090;3789
2174081;3171
2174360;4883
2174362;3006
2174364;3006
2174367;3006
2174367;4888
2173751;4796
2174214;4796
2174288;4796
2174311;4796
2174318;4796
2174324;4796
2174287;4890
2174312;4890
2174319;4890
2174321;4890
2174325;4890
2174337;4890
2174362;4038
2174365;4038
2174214;1380
2174237;1380
2174296;1380
2174307;1380
2174335;1380
2174350;1380
2174214;4893
2174304;4893
2174307;4893
2174335;4893
2174350;4893
2174352;4893
2174336;1896
2174337;1896
2174339;1896
2174351;4895
2174287;3185
2174314;3185
2174349;3185
2174373;1101
2174362;4057
2174382;4057
2174396;4057
2174403;4057
2174405;4057
2174409;4057
2174411;4057
2174380;362
2174050;3354
2174100;3354
2174378;4901
2174380;4901
2174361;438
2174375;4899
2174381;4899
2174391;4922
2174397;4922
2174401;4922
2174096;4232
2174103;4232
2174103;4906
2174354;3007
2174364;2914
2174367;2914
2174343;3042
2174233;4917
2174236;4917
2174439;8351
2174440;8351
2174105;4854
2174142;13869
2174153;13869
2174154;13869
2174059;8882
2174190;8882
2174106;4783
2174064;4857
2174102;4857
2174105;4857
2174139;4857
2174067;4851
2174107;4851
2174068;4858
2174103;10425
2174105;10425
2174142;10425
2174439;10425
2174440;10425
2174095;3927
2174106;3927
2174107;3927
2174108;3927
2174186;3927
2174282;3927
2174283;3927
2174435;3927
2174436;3927
2174075;4862
2174076;4862
2174091;4862
2174090;4864
2174361;4864
2174145;10466
2174107;4860
2174092;3754
2174102;3754
2174103;3754
2174091;3756
2174093;3756
2174183;3756
2174185;3756
2174436;3756
2174073;3272
2174090;3272
2174141;3272
2174276;3272
2174180;4875
2174436;4875
2174142;12389
2174088;4879
2174085;3340
2174084;3347
2174103;3347
2174108;3273
2174183;3273
2174186;3273
2174188;3273
2174279;3273
2174282;3273
2174078;4874
2174102;4874
2174104;4874
2174145;4874
2174275;4874
2174108;4871
2174179;4871
2174185;4871
2174279;4871
2174282;4871
2174078;3775
2174149;3775
2174089;3274
2174184;3274
2174283;3274
2174369;3274
2174088;4868
2174093;4867
2174346;4917
2174213;4914
2174341;4914
2174345;4914
2174347;4914
2174295;233
2174103;3929
2174275;3929
2174276;3929
2174107;2842
2174108;2842
2174102;4918
2174110;4918
2174243;2921
2174244;2921
2173988;11459
2174395;2607
2174401;2607
2174446;4615
2174452;4615
2174454;2370
2173397;3965
2173398;3965
2173455;3965
2173492;3965
2174292;3965
2174304;3965
2174307;3965
2173827;9945
2173829;9944
2173742;9840
2173743;9840
2173874;3453
2173542;630
2173546;630
2173491;6940
2173560;4497
2173562;4497
2173563;4497
2173589;350
2173492;3206
2173497;3206
2173807;4396
2173826;6990
2173827;6990
2173824;4605
2173828;8568
2173807;4601
2173781;7390
2173824;4393
2173783;4395
2173887;2828
2173411;4240
2173537;4240
2173835;4240
2173418;4047
2173420;4047
2173693;4047
2173694;4047
2173696;4047
2174304;4047
2173869;2727
2173871;2727
2173872;2727
2173875;5724
2173879;4438
2173875;4437
2173805;4448
2173806;4448
2173806;4462
2174417;4464
2174424;4464
2174447;4464
2174457;4464
2174463;4464
2173803;4460
2173805;2402
2173376;4449
2173804;4449
2174447;2374
2174456;2374
2174457;2374
2174460;2374
2174461;2374
2174463;2374
2174465;2374
2174456;627
2173497;687
2174216;915
2174235;915
2174287;915
2174349;915
2174313;14257
2173397;143
2173398;143
2173447;143
2174236;143
2174307;143
2174348;143
2174298;14256
2173520;367
2173522;367
2173530;4474
2173534;4474
2173520;4472
2173520;3932
2173530;4521
2173533;4521
2173807;3661
2173903;3661
2173776;1567
2173810;6926
2173454;3514
2173463;2925
2173798;3396
2173563;3993
2173803;2391
2174146;10471
2173635;2133
2173636;2133
2173637;2133
2174283;978
2174436;978
2173582;119
2173584;119
2173855;119
2173507;1801
2173807;4394
2173890;731
2173516;3830
2173517;3830
2173701;6752
2173504;2208
2173506;2208
2173527;1792
2173530;1792
2173534;1792
2173503;3832
2173441;1773
2173590;3558
2173875;3558
2173463;11285
2173497;11285
2173897;529
2173645;3797
2173648;3797
2173520;1031
2173522;1031
2173526;1031
2173533;4542
2173851;6896
2173532;4538
2173520;4539
2173523;4539
2173532;4313
2173407;791
2173807;8742
2173829;9947
2173497;4548
2173478;12148
2173507;12267
2174348;4894
2173580;2649
2173581;2649
2173584;2649
2174335;1920
2174338;1920
2173446;13322
2173693;13322
2173697;13322
2174296;13322
2174304;13322
2173447;1921
2173710;1921
2174214;1921
2174237;1921
2174303;1921
2174307;1921
2173691;13338
2173693;13338
2173596;2805
2173550;411
2173546;2811
2173367;97
2173371;3266
2173690;13286
2173696;13286
2173697;13286
2173549;1932
2174216;2847
2174287;2847
2174337;2847
2174339;2847
2173406;1770
2173407;1770
2174216;1770
2174235;1770
2174313;1770
2174336;1770
2174298;6742
2174335;1940
2173802;4222
2173801;339
2173472;1948
2173472;1950
2173807;430
2173808;430
2173881;430
2173463;829
2174252;829
2174367;829
2174405;829
2174409;829
2173496;1386
2173406;1962
2173407;1962
2174251;1962
2174363;1962
2174367;1962
2174368;1962
2173463;1415
2173497;1415
2173407;4239
2173420;4239
2173618;2467
2173776;2467
2173886;2467
2174313;2467
2174314;2467
2174327;2467
2174333;2467
2174347;2467
2173616;1482
2173617;1482
2173619;1482
2174216;1482
2174312;1482
2174337;1482
2174345;1482
2174233;4817
2174326;4817
2174335;4817
2174295;12617
2174303;12617
2173743;6912
2173743;1974
2173367;114
2173826;6828
2173827;6828
2174100;4902
2174151;4902
2174134;11905
2174142;11905
2174106;4219
2174107;4219
2174179;4219
2173371;113
2173371;677
2173748;677
2173371;669
2173738;1915
2173371;1988
2173371;1989
2173737;1989
2173738;1989
2173371;850
2173828;9928
2173829;9928
2173371;722
2173769;2287
2173406;2764
2173406;805
2173901;805
2173807;6985
2173808;6985
2173454;3440
2173455;3440
2173542;297
2173810;3055
2173902;3055
2173549;690
2173380;2115
2173713;3782
2173837;2349
2173581;4338
2173584;4338
2173623;1327
2173752;1327
2173765;1327
2173887;2468
2174234;2468
2174237;2468
2174270;2468
2174296;2468
2174298;2468
2174334;2468
2174346;2468
2173417;718
2173418;718
2173850;6945
2174145;6945
2173849;3499
2173617;2750
2174424;4454
2174457;4454
2174461;4454
2173522;12566
2173526;12566
2173786;1777
2173787;1777
2173446;3557
2174282;3516
2173645;1118
2173648;1118
2173649;1118
2173581;1195
2173584;1195
2173387;707
2174435;1468
2173779;4414
2174430;2688
2173838;1578
2173383;906
2173902;2166
2173791;1851
2173792;1851
2173857;1851
2173633;739
2173486;293
2173645;1370
2173650;1370
2173889;13570
2173897;2516
2173871;2558
2173857;471
2173860;471
2173849;1683
2173546;872
2173636;2379
2174375;1881
2174428;1881
2173866;2559
2173736;4726
2173619;7434
2173749;3961
2173752;2255
2173757;2255
2173407;3664
2173465;4345
2173623;3049
2173623;664
2174368;3180
2174377;3180
2174385;3180
2173738;14107
2173870;14107
2173872;14107
2173575;429
2173577;429
2173581;429
2173582;429
2173584;429
2173610;429
2173623;2571
2173637;2571
2173638;2571
2173802;2571
2173748;4127
2173380;4456
2173381;4456
2173496;4466
2173497;4466
2174424;4466
2173497;1387
2173891;1387
2173737;843
2173738;843
2173803;1342
2173636;3147
2173637;3147
2173638;3147
2173780;3147
2174368;3842
2174369;3842
2174377;3842
2174385;3842
2174435;3842
2173805;4415
2173650;3148
2173806;1604
2173786;2149
2173793;2149
2173875;3190
2173876;3190
2173878;3190
2174045;3190
2173503;483
2173506;483
2173507;483
2173514;2238
2173516;2238
2173743;3637
2173616;1643
2173619;1643
2173650;1643
2173793;884
2173786;2075
2173859;2075
2173776;2187
2173496;405
2173497;405
2173406;240
2174365;878
2173902;782
2173904;2338
2173376;950
2173903;3675
2174354;3198
2174357;3198
2173398;2186
2173397;2173
2173905;2173
2173397;3681
2173397;642
2173397;2178
2173742;9859
2173398;2179
2173742;2179
2173743;2179
2173492;13232
2173776;1160
2173398;2184
2173398;2007
2173882;1320
2173514;3290
2173517;3290
2173770;2237
2173516;2192
2173513;522
2173516;522
2173769;522
2173799;1125
2173514;332
2173486;13471
2173478;574
2173503;574
2173506;309
2173749;309
2173503;744
2173504;744
2173796;3765
2173387;2213
2173618;2583
2173619;2583
2173882;2583
2174329;2583
2174340;2583
2174296;14245
2173387;3519
2173503;1115
2173769;2235
2173764;2227
2173770;2227
2173765;458
2173770;352
2173769;325
2173770;1133
2173769;603
2173770;603
2173516;2142
2173511;2239
2173516;2239
2173383;2245
2173769;1162
2173623;3374
2173383;2251
2173383;1181
2173383;1009
2173610;2286
2173757;2286
2173758;2022
2173882;6939
2173605;308
2173511;6854
2173514;6854
2173503;3291
2173504;3291
2173881;7039
2173507;2265
2173504;1021
2173506;1021
2173764;1021
2173605;2263
2173758;2263
2173503;3365
2173504;3365
2173506;3365
2173517;2264
2173513;2276
2173770;291
2173880;3467
2173769;3367
2173881;3367
2173873;4357
2173590;1630
2173590;79
2173882;1291
2173881;4700
2173892;7377
2173826;6903
2173468;7387
2173896;5378
2173867;6963
2173801;6761
2173616;5381
2174141;12400
2173616;7428
2173619;7428
2173856;13168
2173989;7753
2173896;6924
2173881;6726
2173886;7420
2173465;3512
2173825;6780
2173560;10147
2174312;14277
2174314;14277
2173796;3395
2174312;14298
2174314;14298
2173891;7466
2173839;9747
2174193;10544
2173896;7035
2173690;13296
2173696;13296
2173619;13367
2173672;9414
2173650;7293
2173882;6762
2173795;5336
2174151;11784
2173882;6850
2173507;8441
2173520;8441
2173521;8441
2173522;8441
2174143;8441
2173880;8762
2173485;11648
2173801;11648
2173660;11896
2174409;14267
2174436;14267
2174142;12392
2174143;12392
2174152;12392
2174154;12392
2174142;11891
2173749;11887
2173886;11887
2173582;12184
2173801;12552
2173748;11239
2173470;11229
2173915;12619
2173802;12536
2173581;12966
2173582;12966
2173520;12565
2173965;12928
2173680;13304
2173681;13304
2173367;13166
2174153;12893
2173425;12830
2173743;12829
2173680;13171
2173681;13171
2174304;14091
2173688;13310
2173387;13301
2173446;13301
2173688;13301
2173694;13301
2173497;13229
2173485;13319
2173616;13319
2173617;13319
2173619;13319
2173690;13316
2173691;13316
2173694;13316
2173697;13316
2173737;13316
2173688;13361
2173690;13361
2173693;13361
2173697;13361
2173690;13325
2173693;13325
2173697;13325
2173738;13325
2173693;13307
2173694;13307
2173696;13307
2173688;13326
2173680;13298
2173560;13303
2173707;13287
2174287;13287
2174314;14283
2173440;13289
2173680;13289
2173690;13288
2173694;13288
2173690;13321
2173693;13321
2173802;13785
2174142;13865
2173870;14165
2173866;14166
2173734;13466
2173735;13466
2173485;13465
2173889;13567
2174403;14010
2173869;14167
2174391;13927
2174425;13927
2173734;14105
2173478;14065
2173618;13906
2173619;13906
2173616;13905
2173428;14025
2173887;14025
2173550;14047
2173850;14047
2173873;14206
2173919;14208
2173517;11673
2174109;11673
2174177;11673
2174184;11673
2174185;11673
2174424;11673
2174435;11673
2173507;11668
2174276;11668
2174361;11668
2174395;11668
2174430;11668
2173516;11667
2174174;11667
2174176;11667
2174179;11667
2174180;11667
2174182;11667
2174185;11667
2174417;14293
2174283;14369
2174435;11903
2174436;11903
2173892;7375
2173893;7375
2173895;7365
2173758;7382
2173752;7379
2174138;8345
2174139;8345
2174141;8345
2174152;8345
2174102;7331
2174103;7331
2173736;7386
2174135;9439
2174141;9439
2174443;14287
2174107;8334
2174177;8334
2173472;9402
2173671;9402
2173735;11298
2173736;11298
2173367;9349
2173659;9349
2173783;7391
2173781;7388
2173781;7353
2174048;7353
2174139;7353
2174439;7353
2173783;7395
2174108;7395
2174109;7395
2174189;7395
2174049;7319
2174180;7319
2174189;7319
2174192;7319
2174442;7319
2173783;7339
2173781;7392
2173981;7392
2174051;7392
2174054;7392
2174139;7392
2174439;7392
2173885;7399
2173885;7400
2173881;7334
2173881;7402
2173881;7404
2173882;14233
2173887;7412
2173887;7409
2174237;12607
2174295;12607
2174296;12607
2174303;12607
2174215;7322
2174312;7322
2174313;7322
2173887;7414
2174068;8348
2174142;8348
2174143;8348
2174152;8348
2174153;8348
2174177;8347
2174179;8347
2174180;8347
2174190;8347
2174193;8347
2174069;8881
2173479;9065
2173562;7347
2173565;7347
2173617;9683
2173618;9683
2174103;4832
2174105;4832
2174141;4832
2174152;12425
2174057;4829
2174058;4834
2174104;4834
2174141;12395
2174154;12395
2174106;3780
2174108;3780
2174058;4837
2174060;4837
2174104;4837
2174105;4837
2174176;8335
2174183;8335
2174191;8335
2174061;4833
2174107;4833
2174070;4841
2174103;4841
2174143;4841
2174153;4841
2174154;4841
2174440;4841
2174059;4835
2174106;4835
2174107;4835
2174108;4835
2174179;4835
2174191;4835
2174192;4835
2174193;4835
2174442;4835
2174068;4842
2174071;3372
2174066;4846
2174068;4846
2174070;4846
2174103;4846
2174105;4846
2174138;4846
2174142;4846
2174143;4846
2174154;4846
2174440;4846
2174176;4838
2174191;4838
2174192;4838
2174442;4838
2174058;8351
2174138;8351
2174151;8351
2174152;8351
2174304;4366
2174395;14286
2174363;1964
2174366;1964
2174367;1964
2174259;2908
2174360;2908
2174361;2908
2174452;2908
2173927;8122
2174314;14089
2174401;3187
2173376;3404
2173377;3404
2173463;4044
2173873;3695
2173874;4238
2173850;2930
2173850;1433
2173562;1826
2173790;1827
2173794;1827
2173786;11385
2173794;12154
2173867;2390
2173868;2390
2173736;2407
2173549;289
2173520;3305
2173521;3305
2173522;3305
2174193;975
2173891;6730
2173491;2970
2173492;3053
2173485;752
2173674;752
2174336;752
2174341;1784
2173707;1971
2174215;1971
2174269;1971
2174271;1971
2174312;1971
2173887;4692
2173809;4693
2173810;4693
2173808;3895
2174233;4814
2174236;4814
2174237;4814
2174326;4814
2174332;4814
2174335;4814
2174346;4814
2174352;4814
2174312;14271
2174313;14271
2174215;3205
2174351;3205
2173465;4124
2174066;2838
2174367;4909
2174389;4909
2174103;4920
2174110;4920
2173707;4580
2173503;2843
2174062;2843
2174066;2843
2174102;2843
2174103;2843
2174104;2843
2174141;2843
2174143;2843
2174145;2843
2174153;2843
2174439;2843
2174325;4882
2174102;3012
2174104;3012
2173802;610
2173470;3031
2173472;3035
2174213;3194
2174215;3194
2174269;3194
2174314;3194
2174327;3194
2174347;3194
2174451;626
2173623;2112
2173776;18
2173428;3050
2173491;3628
2173492;3628
2173773;2003
2173776;3657
2173810;3657
2173411;1706
2173581;1706
2173582;1706
2173411;3061
2173412;3061
2173843;3061
2173418;3068
2173420;3068
2173414;3064
2173843;3064
2173418;1314
2173412;1201
2173411;801
2173412;801
2173414;801
2173418;4334
2173420;4334
2173422;4334
2173784;1738
2173412;3595
2173417;2686
2173418;2686
2173420;2686
2173858;8281
2173860;8281
2173861;3903
2173862;3083
2173584;1758
2173562;3446
2173581;3445
2173562;3094
2173565;3094
2173633;3483
2173634;3483
2173637;3483
2173780;3109
2173804;3109
2173779;3152
2173804;2077
2173796;809
2173799;1014
2173634;4008
2173897;4008
2173650;3235
2173899;3235
2173634;3112
2173638;3112
2173897;3112
2173803;4643
2173804;4643
2173805;3125
2173803;3120
2173804;3120
2173805;3127
2173806;3127
2173805;4010
2173806;4010
2174311;14088
2173446;3560
2173448;3560
2173590;8764
2173441;3556
2174292;3556
2174311;3556
2174297;14297
2173874;1290
2173874;3563
2173446;1233
2173447;1233
2173446;3565
2173439;3567
2173440;3567
2174359;3567
2174417;14279
2174424;14279
2173988;3734
2173989;3734
2174360;3734
2174388;3734
2174287;4030
2173406;1965
2173407;1965
2173465;1965
2173497;1965
2173796;2760
2173648;4330
2173900;6872
2174395;6872
2174357;3876
2173455;6960
2173623;9684
2173803;2129
2173804;2129
2173562;460
2173564;460
2173565;460
2173582;4364
2173584;4364
2173749;4689
2173412;1493
2173414;1493
2173418;3079
2173422;3079
2173422;3601
2173412;3597
2173411;3600
2173412;3600
2173414;3600
2173398;3550
2173900;7485
2173514;4569
2174179;4569
2174063;3155
2174067;3155
2174109;3155
2173805;3612
2173808;1038
2173805;4235
2173806;4235
2173897;4305
2173795;3606
2173796;3606
2173797;3606
2173801;11649
2174049;7393
2174055;7393
2174192;7393
2174442;7393
2173798;8151
2173610;3622
2173496;3052
2173496;3627
2173492;2630
2173463;48
2173742;3963
2173743;3963
2173454;4756
2173491;3763
2173748;3639
2173749;3639
2173808;6976
2173425;2672
2173807;2756
2173810;6941
2173807;3217
2173764;3656
2173770;1165
2173773;3054
2173455;2100
2173875;3671
2173903;3676
2173902;3677
2173549;3697
2174354;2174
2174357;2174
2174395;2174
2173412;3687
2173537;3687
2173835;3687
2173521;1190
2173874;2928
2173596;2722
2173589;868
2173560;1138
2173562;1138
2173791;1138
2173581;1710
2173584;1710
2173807;3703
2173808;3703
2173807;4514
2173808;4514
2173809;7492
2173785;6763
2173787;6763
2173582;3710
2173828;4603
2173371;5589
2173565;3698
2173581;3299
