rs_sv_chem_l;rs_sv_tronc_l
2174349;1895
2174411;2909
2173873;2677
2173875;2677
2173876;2677
2173879;2035
2174212;2983
2174216;2983
2174271;2983
2174312;2983
2174313;2983
2174314;2983
2174331;2983
2174341;2983
2173605;8587
2174395;11785
2174357;4546
2173397;12007
2173561;2798
2173577;771
2173580;771
2173581;771
2173582;771
2173584;771
2174216;190
2174314;190
2174353;190
2174215;3203
2174336;3203
2174353;3203
2173864;107
2173873;6962
2173635;4211
2173885;6913
2173447;1918
2173691;1918
2173694;1918
2173725;3279
2173820;519
2173647;9867
2173899;9867
2173633;10204
2173634;10204
2173637;10204
2173638;10204
2173648;10489
2173885;3473
2173463;544
2173465;544
2173873;12547
2173873;3250
2174143;12431
2174151;12431
2174154;12431
2174183;12430
2174190;12430
2173903;456
2173371;275
2174065;4856
2174067;4856
2174106;4856
2174107;4856
2174177;8341
2173371;660
2173550;524
2173810;3650
2173537;27
2173540;27
2174091;4865
2174095;4865
2174106;4865
2174185;4865
2174186;4865
2174279;4865
2174282;4865
2174435;4865
2174436;4865
2174361;13106
2174090;4872
2174104;4872
2174092;4876
2174148;4876
2173725;1150
2173725;28
2173730;2905
2173820;2905
2173730;3173
2173582;2729
2173835;2729
2173503;2226
2173506;2226
2173511;2277
2173513;2277
2173514;2277
2173504;3289
2173507;3289
2173398;3602
2173786;2950
2173789;2950
2173786;3073
2173791;1247
2173862;1677
2173581;3092
2173584;3092
2173479;296
2173484;2089
2173485;2089
2173540;816
2173520;1886
2173521;1886
2173522;1886
2173525;1886
2173725;1151
2174428;14261
2173802;2113
2173619;4003
2173650;4003
2173801;4003
2173387;464
2173893;2528
2173895;2532
2173893;2531
2173895;2522
2173645;4724
2174073;4870
2174086;4870
2174092;4870
2174103;4870
2173542;3342
2173840;3342
2174148;3342
2174182;1140
2174283;1140
2174435;1140
2174436;1140
2173537;2813
2174085;4877
2174093;4877
2174107;4877
2173839;9746
2174146;3349
2173537;3339
2173590;1351
2174087;4869
2174184;12428
2174142;12429
2174146;12429
2174148;12429
2174276;12429
2173839;3344
2174184;3344
2173619;2759
2173801;2759
2174100;2759
2174102;2759
2174142;2759
2173840;9727
2173371;407
2173549;407
2173855;10302
2173504;1295
2173765;1295
2173881;588
2173511;2284
2173517;2284
2173765;3368
2173507;2681
2173752;2681
2173757;2681
2173799;2681
2173764;6908
2173503;3521
2173504;3521
2173506;3521
2173514;2191
2173517;2191
2173769;2191
2173770;2191
2173513;1161
2173516;1161
2173517;1161
2174216;3039
2174327;3039
2174331;3039
2174313;6917
2174314;6917
2173881;2194
2173610;2188
2173798;5314
2173799;5314
2173623;2549
2173799;2549
2173610;1434
2173380;2912
2173381;2912
2173865;4229
2173808;4670
2173864;3417
2173863;3419
2173864;3419
2173802;463
2173470;3447
2173485;2575
2173725;3170
2173455;3261
2174366;3859
2174396;3859
2174436;3859
2174368;4897
2174405;4897
2173428;1437
2173562;3093
2173454;4223
2173873;4385
2174045;4385
2173463;5457
2173465;5457
2173422;360
2173875;1652
2173880;1644
2173884;6898
2173414;2456
2173635;4507
2173636;4507
2173645;4536
2173648;4536
2173649;4536
2173849;3492
2173850;2744
2173412;3975
2174185;3975
2174186;3975
2174279;3975
2174282;3975
2174074;3517
2174079;3517
2174091;3517
2174179;3517
2173791;6883
2173792;6883
2173784;844
2173785;844
2173789;844
2173793;88
2173784;1210
2173786;1210
2173787;1210
2173789;1210
2173791;1442
2173792;1442
2173794;1442
2173463;4485
2173454;5319
2174141;3497
2173850;2037
2174145;2037
2174275;2037
2173849;3518
2174074;3518
2174108;3518
2174186;3518
2174188;3518
2174279;3518
2173849;6815
2174083;2721
2174108;2721
2174179;2721
2174279;2721
2173387;930
2173504;930
2173506;930
2173752;930
2173514;3383
2173517;3383
2173383;2246
2174314;7032
2173748;2207
2173428;14026
2173743;14026
2173417;1967
2173542;1967
2174362;614
2173694;1223
2174395;3970
2174439;3970
2173479;7455
2173511;1186
2173513;1186
2173516;1186
2173517;1186
2173507;2271
2173765;2271
2173779;741
2173780;1819
2173773;282
2173901;282
2174314;14292
2173645;3833
2173634;3211
2173635;3211
2173446;1916
2173697;1916
2173738;13327
2173446;13323
2173693;13323
2173696;13323
2174214;4894
2174236;4894
2174237;4894
2174334;4894
2173769;91
2173418;1333
2173420;1333
2173417;3063
2173846;3063
2173806;2415
2173376;2359
2173377;2359
2173803;1313
2174336;663
2174216;1937
2173439;13332
2173440;13332
2173681;13332
2174312;13332
2173590;1316
2173550;2888
2174283;9736
2174435;9736
2173367;2856
2173454;2856
2173479;2856
2173491;2856
2173661;2856
2174297;2856
2174303;2856
2173470;11347
2174236;1529
2174335;1529
2174344;1529
2173564;4657
2173707;4657
2173560;1367
2173561;1367
2173562;1367
2173563;1367
2173561;1361
2173562;1361
2173752;858
2173757;858
2173563;521
2173537;1309
2173648;688
2173801;1946
2173533;1513
2173580;2111
2173589;2111
2173610;2111
2173492;2862
2173496;2862
2174237;2862
2174335;2862
2174338;2862
2174350;2862
2174296;14268
2173865;2080
2173412;1797
2173838;6838
2173577;1362
2173580;1362
2173496;2120
2173497;2120
2173891;7031
2173618;1402
2173707;1402
2173776;1402
2173749;2021
2173807;1398
2174107;1871
2174179;1871
2174193;1871
2173809;6868
2173807;3610
2173808;3610
2173560;1360
2173561;1360
2173562;1360
2173564;1360
2173707;1360
2173777;1360
2173776;3048
2173837;1574
2173838;1574
2173795;6987
2173376;2916
2173377;2916
2174312;2916
2174314;2916
2173463;1963
2174411;1963
2174417;1963
2174436;1963
2173806;1432
2174105;7396
2174139;7396
2174439;7396
2173861;1723
2173367;1359
2173371;674
2173859;1703
2173860;1703
2173802;1500
2173849;1729
2173805;3585
2173806;3585
2173387;2218
2173478;2833
2173743;2833
2173887;2833
2173791;1785
2173680;4353
2173850;4353
2173412;2716
2174148;3335
2173533;564
2173534;564
2173680;564
2173780;120
2173832;120
2174259;4616
2174416;4616
2174452;4616
2174454;4616
2174458;4616
2173838;6731
2173537;1531
2173540;1531
2173820;833
2173537;1166
2173478;1462
2173479;1462
2173802;4128
2173693;972
2173696;972
2173562;1135
2173802;2361
2173646;2134
2174435;2134
2173680;2725
2173441;1346
2173866;2369
2173867;2369
2173617;156
2174456;156
2174457;156
2174212;4816
2174269;4816
2174271;4816
2174327;4816
2173618;1969
2173619;1969
2174216;12616
2174312;12616
2174313;12616
2173616;1480
2173617;7429
2173618;7429
2173485;1152
2173397;217
2173826;6787
2173478;1436
2173565;967
2173796;310
2173797;310
2173779;3465
2173514;1486
2173516;1486
2173514;4167
2173517;4167
2173527;4167
2173529;4167
2173533;4167
2174183;4167
2173439;403
2173981;403
2173605;1236
2173749;2835
2173805;2413
2173867;4529
2173868;4529
2173484;916
2173485;916
2173463;1501
2173465;1501
2173770;2233
2173809;4759
2173801;4761
2173520;204
2173523;204
2173514;412
2173516;412
2173808;2339
2173411;3592
2173801;3038
2174416;4629
2174446;4629
2174455;4629
2173380;751
2173381;751
2173617;1879
2173618;1879
2173407;2160
2173577;1377
2173584;1377
2173589;1377
2173778;1377
2173479;2573
2173376;694
2173377;694
2174045;2703
2174354;4201
2174374;4201
2173520;3846
2173542;4386
2173886;2829
2173623;2614
2174354;2614
2173507;4354
2173693;4354
2173694;4354
2173696;4354
2173849;4354
2173849;1789
2174334;199
2174295;14284
2174296;14284
2173897;2445
2173801;2362
2173752;2317
2173757;2317
2173440;3569
2173439;4468
2173440;4468
2174235;4468
2174339;4468
2174349;4468
2173371;269
2173549;269
2173680;13315
2173681;13315
2173514;168
2173516;168
2173517;168
2173516;169
2173549;239
2173853;1591
2173550;1790
2173520;31
2173521;31
2173522;31
2173526;31
2173560;1104
2173561;1104
2173562;1104
2173563;1104
2173734;703
2173736;703
2173873;8022
2173577;768
2173581;768
2173582;768
2173881;2262
2173807;12548
2174334;142
2173454;1637
2174355;1637
2174391;1637
2174393;1637
2174428;1637
2173486;1029
2173765;1252
2173742;2036
2173743;2036
2173713;572
2173981;1422
2174139;1422
2174143;1422
2173802;6756
2173862;1613
2173407;2761
2173905;6845
2173730;3284
2173820;3284
2173563;528
2173504;4518
2173507;4518
2173802;1429
2173582;1192
2173584;1192
2173417;2032
2173418;2032
2173420;2032
2173540;2032
2173836;2032
2173561;1364
2173562;1364
2173784;1722
2173859;6942
2173860;6942
2173549;621
2173852;1736
2173503;1049
2173507;1049
2173849;1049
2173504;2275
2173637;2563
2173638;2563
2174045;2144
2173616;7020
2173617;7020
2173618;7020
2173619;7020
2173387;2051
2173496;2652
2173497;2652
2173618;2652
2173619;2652
2173485;1655
2173479;246
2173795;246
2174362;4889
2173425;2669
2173742;780
2173865;6774
2173479;2572
2173529;1795
2173777;1363
2173560;3201
2173561;3201
2174362;905
2174365;905
2173503;1005
2173506;1005
2173507;1005
2173881;6848
2173617;691
2173649;691
2173855;4136
2174336;2854
2174337;2854
2173463;9662
2173465;9662
2174314;9662
2173672;9423
2173674;9423
2173730;3285
2173866;2367
2173623;1392
2173802;1392
2174106;1392
2174107;1392
2173799;3642
2173479;2117
2173380;2431
2173890;4022
2174424;2123
2173610;1394
2173575;62
2173577;62
2173730;237
2173581;3175
2173584;3175
2173778;3175
2174377;1257
2174385;1257
2174403;1257
2174381;5626
2173454;570
2173455;570
2174435;14265
2173376;10
2174336;914
2174337;914
2173550;135
2173861;1823
2173862;1823
2173743;4121
2173890;2056
2173596;1925
2173367;1053
2173398;2180
2173743;2180
2173618;3253
2173537;2697
2173749;1127
2173850;2935
2173406;238
2173411;3069
2173412;3069
2173542;1929
2173406;346
2173638;2382
2173896;2382
2173491;370
2173492;370
2173786;1515
2173851;1515
2173852;1515
2173371;1931
2173902;4144
2173560;12787
2173562;12787
2173491;790
2173853;999
2173577;1404
2173581;1404
2173584;1404
2173406;301
2173407;301
2174251;301
2174366;2608
2174367;2608
2174368;2608
2174369;2608
2174387;2608
2174396;2608
2174409;2608
2174411;2608
2173610;3954
2173796;4274
2173882;2294
2173719;1549
2173820;1549
2173617;2107
2173619;2107
2173795;5590
2173529;4473
2173874;1258
2173786;3295
2173787;3295
2173809;1149
2173785;600
2173371;1175
2173468;377
2173470;377
2173748;377
2173870;4653
2173871;4653
2173872;4653
2173584;3706
2173787;3706
2173788;3706
2173752;1265
2173757;1265
2173514;3751
2173517;3751
2173406;1966
2173407;1966
2173892;4278
2173899;4278
2173865;1672
2173514;2699
2173517;2699
2173580;2699
2173581;2699
2173582;2699
2173478;1027
2174409;2629
2173407;2159
2173792;11307
2173690;13285
2173691;13285
2173693;13285
2173865;41
2173748;2594
2173440;13302
2173765;2224
2173743;2623
2174109;2623
2174362;2623
2174365;2623
2173383;1164
2173851;1715
2173537;683
2173540;683
2173896;399
2173407;1936
2174216;1936
2174235;1936
2174336;1936
2173486;2066
2173851;480
2173852;480
2173701;392
2173776;472
2173616;7029
2173619;7029
2173795;927
2173795;4287
2173796;4287
2173797;4287
2173773;789
2173827;9929
2173503;1641
2173506;1641
2173752;1641
2173765;1641
2173808;1298
2173472;1956
2173377;2065
2173633;2065
2173634;2065
2173636;2065
2173638;2065
2174180;12390
2173596;3348
2173522;1869
2173526;1869
2173719;3199
2173862;1530
2173479;807
2174259;33
2174416;33
2174446;33
2174459;33
2173537;50
2173465;1696
2173516;304
2173486;2871
2173719;3781
2173784;3076
2173836;2058
2173533;1841
2173527;3922
2173529;3922
2173532;3922
2173784;2794
2173788;2794
2173387;13300
2173447;13300
2173690;13300
2173697;13300
2173540;1282
2173560;1282
2173989;1514
2173376;9956
2173412;252
2173581;252
2173582;252
2173584;252
2173851;252
2173852;252
2173529;1518
2173530;1518
2173532;1518
2173533;1518
2173411;1660
2173414;1660
2173858;1660
2173859;1660
2173860;1660
2173417;1755
2173422;1755
2173565;1755
2173787;1755
2173846;1755
2173861;1755
2174233;2676
2174298;2676
2174326;2676
2174346;2676
2173862;1425
2173537;1537
2173546;1307
2173542;85
2173546;85
2173719;1460
2173820;1460
2173417;1754
2173418;1754
2173780;1312
2173790;1654
2173861;1654
2173478;874
2173780;2127
2173414;2743
2173787;2042
2174134;11789
2174151;11789
2174430;2567
2174243;2570
2174360;2570
2174384;2570
2174391;13929
2174425;13929
2173858;6806
2173773;4481
2173534;513
2173584;3716
2173820;1308
2173581;2028
2173853;2028
2173790;1304
2173837;1304
2173838;1304
2173793;3075
2173857;4440
2173858;4440
2173860;4440
2173784;1249
2173791;3057
2173562;1405
2173565;1405
2173853;1216
2173560;12786
2173565;12786
2174457;2363
2174461;2363
2173890;3589
2173806;2053
2173546;2864
2173713;2864
2173730;2864
2173859;1649
2173860;1649
2173859;1582
2173875;1218
2173878;1218
2173680;1126
2174385;4017
2173455;4204
2173734;1807
2173735;1807
2173736;1807
2173406;865
2174252;8901
2173734;51
2173398;2867
2173455;2867
2174354;2917
2174359;2917
2173988;4921
2174391;4921
2174397;4921
2173455;2079
2173764;3373
2173387;2217
2173465;2565
2173649;2565
2173418;1694
2173420;1694
2173850;3488
2173799;4280
2173800;4280
2173779;1452
2173802;3428
2173857;1428
2173859;1428
2173860;1428
2173411;1551
2173414;1551
2173779;1487
2173875;1487
2173876;1487
2173581;1674
2173790;883
2173792;883
2173484;338
2173485;338
2173803;1665
2173542;686
2173891;990
2173412;1845
2173584;1845
2173793;1845
2173804;3151
2173581;254
2173584;254
2173803;1656
2173411;1523
2173414;1523
2173858;1523
2173860;1523
2173725;3784
2173780;3468
2173860;1615
2173417;1774
2173418;1774
2173420;1774
2173465;1701
2173849;1775
2173584;1653
2173860;3082
2173411;336
2173414;336
2173581;12785
2173455;2005
2173584;1798
2173849;1697
2173849;389
2173565;1717
2173835;1717
2173851;1717
2173852;1717
2173851;1734
2173582;12967
2173584;12967
2173835;6799
2173562;7010
2173565;7010
2173468;1356
2173820;2901
2173784;10909
2173862;10909
2173478;4591
2173514;1443
2173517;1443
2173680;1443
2173681;1443
2173584;1666
2173517;10601
2173484;2872
2173485;2872
2173788;2074
2173414;1664
2173455;1735
2173412;1650
2173562;3091
2173581;1661
2173784;1554
2173785;1554
2173562;3727
2173565;1803
2173581;1753
2173584;1753
2173417;3599
2173803;2406
2173804;4675
2174067;3263
2173407;1935
2174312;1935
2174313;1935
2174336;1935
2174349;1935
2173422;1780
2173784;7015
2173417;1788
2173420;1778
2174341;1007
2173792;6932
2173793;6932
2173794;6932
2173565;2936
2173420;3593
2173530;568
2173412;1383
2173546;1383
2173838;1383
2173530;1802
2173850;3166
2173581;1520
2173412;3288
2173851;3288
2173852;3288
2173418;265
2173853;265
2173507;1064
2173561;1064
2174143;1064
2173562;71
2173565;71
2173862;71
2173734;1633
2173735;1633
2173737;1809
2173874;14207
2173738;213
2173802;213
2173738;1817
2173737;1568
2173738;1568
2173879;3362
2173780;1548
2173875;1052
2173850;3950
2173862;6887
2173565;6966
2173562;1781
2173790;2138
2173794;2138
2173719;1459
2173820;1459
2173725;3281
2173514;1730
2173516;1730
2173517;1730
2173561;612
2173565;612
2173680;2578
2173826;9924
2173827;9924
2173367;1982
2173681;13293
2173533;380
2173526;935
2173468;3000
2174102;3000
2174294;3000
2174305;3000
2174138;4576
2174141;4576
2174145;4576
2174153;4576
2174154;4576
2174440;4576
2173412;4335
2173414;4335
2173581;4335
2173790;2063
2173792;2063
2173793;2063
2173857;2063
2173858;2063
2173860;2063
2173858;1864
2173859;1864
2173503;4513
2174143;4513
2173791;1542
2173792;1542
2173857;1847
2173859;1847
2173860;1847
2174049;4760
2174180;4760
2174189;4760
2174139;2881
2173507;3757
2174142;3757
2174361;13107
2174146;4503
2174154;12793
2173849;14050
2173857;1880
2173858;1880
2173849;481
2173371;1032
2173795;1032
2173797;1032
2174052;1032
2174107;1032
2174173;1032
2174176;1032
2174190;1032
2174193;1032
2173381;1375
2173514;864
2173516;864
2174109;1888
2174409;14304
2174442;14304
2174443;14304
2173465;565
2173533;99
2173616;2550
2173617;2550
2173857;2148
2173859;2148
2173860;2148
2174375;1562
2174384;1562
2174391;1562
2173735;427
2173520;8442
2173522;8442
2173523;8442
2173525;8442
2173526;8442
2174109;4892
2174362;4892
2174365;4892
2173596;1329
2173623;2708
2173550;274
2174339;1344
2173681;1473
2173681;1899
2173735;11348
2173680;13334
2173734;13334
2173735;13334
2173736;13334
2173681;1901
2173735;1901
2173736;1901
2173398;2679
2173681;218
2173455;3742
2173575;3742
2173577;3742
2173580;3742
2173486;1510
2173610;3579
2173484;439
2173800;889
2174237;12611
2173485;498
2173486;498
2173503;6855
2173506;6855
2173507;6855
2173764;6855
2173765;6855
2174213;11275
2174337;11275
2174343;11275
2173537;3304
2173725;3304
2173730;3304
2173523;374
2173517;278
2174258;2373
2174259;2373
2174446;2373
2174458;2373
2173580;3588
2173582;3588
2173584;3588
2173589;3588
2173710;3588
2173748;3588
2173757;2232
2173549;3
2173898;250
2173497;583
2173757;402
2173540;2442
2173736;1248
2173864;57
2173743;101
2173582;1065
2173776;995
2173691;4749
2173693;4749
2173881;1072
2173565;1752
2173862;1752
2173770;2229
2173882;7034
2173881;8621
2173902;2348
2173758;1330
2173769;1330
2173486;2574
2173849;819
2173546;1254
2173791;3507
2173792;3507
2173794;3507
2173439;306
2173981;306
2173485;2834
2173802;1945
2173523;575
2173367;295
2173865;537
2173864;1028
2173882;2260
2173891;6856
2173752;4697
2173757;4697
2173855;1183
2173580;1158
2173589;1158
2173832;4126
2173876;1743
2173503;2870
2173507;2870
2173387;2220
2173513;2241
2174334;434
2173527;4540
2173530;4540
2173532;4540
2173533;4540
2173534;4540
2173516;32
2173520;1227
2173526;1227
2173645;2782
2173649;6948
2173650;6948
2173634;3798
2173637;3798
2173479;2639
2173507;2639
2173738;2125
2173633;1315
2173635;1315
2173636;1315
2173637;1315
2173680;13295
2173418;1012
2173525;1012
2173526;1012
2173694;1012
2173697;1012
2173837;12545
2173497;526
2173898;4663
2173743;2591
2173752;39
2173882;2321
2174233;2321
2174303;2321
2174335;2321
2174340;2321
2173484;1066
2173486;1066
2173407;8743
2173730;1571
2173497;454
2173749;454
2173869;4293
2173870;4293
2173871;4293
2173803;2412
2173804;2412
2173479;947
2173584;1799
2173849;1799
2173381;283
2173757;7014
2173550;321
2173850;466
2173565;973
2173853;973
2173900;2185
2173719;1720
2173890;764
2173853;926
2173371;1601
2173828;1601
2173516;2197
2173503;2322
2173506;2322
2174453;1597
2174456;1597
2174461;1597
2173496;226
2174424;226
2174451;4617
2173406;2341
2173773;2341
2173873;2926
2173563;3201
2173511;3544
2173881;3544
2173839;9724
2173496;559
2173560;1401
2173562;1401
2173564;1401
2173896;1121
2173713;445
2173855;445
2173674;9384
2173807;2301
2173463;4249
2173580;37
2173581;37
2173584;37
2173507;279
2173465;959
2173441;1256
2173710;4409
2174045;13807
2173610;2866
2173707;2866
2173758;2385
2173371;1103
2173693;13294
2173694;13294
2173697;13294
2173411;654
2173412;654
2173537;654
2173680;654
2173463;974
2173881;745
2173530;1373
2173533;1373
2173534;1373
2173454;986
2173890;986
2173713;1533
2173855;4317
2173659;520
2173777;2318
2173497;2632
2173810;2507
2173383;2060
2173440;1900
2173441;1900
2173735;1900
2173736;1900
2173773;594
2173903;594
2173439;1471
2173561;1171
2173565;1171
2173777;1171
2174105;2635
2173440;89
2173852;982
2173562;1079
2173563;1079
2173979;1876
2174362;1876
2173798;14
2173799;14
2174173;8338
2174176;8338
2174183;8338
2174190;8338
2173562;1409
2174447;636
2174450;636
2174456;636
2174457;636
2174237;2616
2173546;496
2173890;1598
2173486;383
2173425;3443
2174417;280
2174447;280
2174451;280
2174453;280
2174456;280
2173516;2196
2173748;597
2174356;3720
2173779;3872
2173831;3872
2173532;1242
2173537;4048
2173680;4048
2173398;4470
2174236;4470
2174307;4470
2173798;420
2173371;11222
2173688;11222
2173690;11222
2173693;11222
2173694;11222
2173406;1632
2173407;1632
2174252;1632
2174336;777
2174337;777
2173478;1084
2173743;1037
2173748;560
2173463;1200
2173465;1200
2173618;1200
2173619;1200
2173367;1214
2173537;1251
2173540;1251
2173380;2049
2173381;2049
2173645;2049
2173646;2049
2173649;6893
2173619;2086
2173867;14168
2173454;2615
2173455;2615
2173377;899
2173863;3232
2173414;3482
2173734;1627
2173472;100
2173882;3973
2173387;2283
2173367;1157
2173736;1157
2173425;2656
2173810;12549
2173418;632
2173417;2715
2173420;2715
2173371;1992
2173383;2877
2173590;2293
2174370;538
2174374;538
2173796;1129
2173618;905
2173852;2058
2173832;1539
2173446;1153
2173694;1153
2173853;1544
2173517;11615
2174179;11615
2174192;11615
2174193;11615
2174283;11615
2173550;8483
2173850;8483
2173496;2610
2173851;814
2173725;3228
2173582;856
2173864;563
2173773;2110
2173891;1237
2173367;1238
2173758;6729
2173865;3942
2173645;9865
2173646;9865
2173899;9865
2173647;3134
2173648;3134
2173898;3134
2173903;567
2173507;461
2174328;170
2173383;2253
2173511;543
2173516;543
2173420;1054
2173743;2824
2173516;305
2173527;305
2174183;305
2173513;6833
2173514;6833
2173516;6833
2173517;6833
2173769;6833
2173770;6833
2173881;6833
2173525;4475
2173748;2093
2173749;2093
2173582;147
2173584;147
2173584;1407
2173707;486
2173463;1016
2173465;1016
2173900;6866
2174409;14264
2174442;14264
2173412;3066
2173850;1783
2174072;3515
2174082;3515
2174090;3515
2174145;3515
2174149;3515
2173785;3505
2173787;3505
2173478;499
2173795;499
2174447;1144
2173688;13330
2173697;13330
2173562;1293
2173565;1293
2173836;1293
2173605;3193
2173826;6829
2173827;6829
2173534;1015
2173852;1015
2173748;2094
2173367;712
2173793;1580
2173734;13470
2173735;13470
2173736;13470
2173786;3297
2173788;3297
2173537;891
2173414;155
2173836;155
2174252;2103
2174368;2103
2173381;2360
2173752;6721
2173757;6721
2173809;4154
2173387;129
2173516;129
2173649;2416
2173779;2416
2173633;2055
2173635;2055
2173636;2055
2173637;2055
2174428;2055
2173577;4621
2173891;825
2173737;12326
2173795;678
2173417;1800
2173418;1800
2173560;1800
2173565;1800
2173850;1800
2173853;1800
2173529;200
2173532;200
2173874;3192
2173882;1958
2173584;1324
2173851;1714
2173764;20
2173858;6804
2173418;1764
2173420;1764
2173807;4402
2173808;4402
2173616;343
2173617;343
2173618;343
2173791;1458
2173542;1605
2173546;1605
2173820;1605
2173674;11612
2173780;3549
2173417;714
2173422;714
2173846;714
2173638;933
2173590;3350
2173529;2700
2173533;2700
2173616;1322
2173617;1322
2173619;1322
2173616;2216
2173617;2216
2173618;2216
2173882;2216
2173868;2146
2173577;2649
2173582;2649
2173589;2649
2174236;1920
2174237;1920
2174348;1920
2173447;13322
2173688;13322
2174295;13322
2174298;13322
2174307;13322
2173397;785
2173398;785
2173492;785
2173446;1921
2174236;1921
2174304;1921
2174335;1921
2174338;1921
2173446;1197
2173422;1206
2173690;13338
2173694;13338
2173537;980
2173540;980
2173542;2811
2173856;1350
2173688;13286
2173691;13286
2173693;13286
2173503;1932
2173507;1932
2173407;2847
2174215;2847
2174312;2847
2174235;11283
2174337;1770
2174216;404
2174235;404
2174339;404
2174334;395
2174335;395
2174348;395
2174296;6742
2174303;6742
2174338;1940
2174348;1940
2173472;1955
2173809;4734
2173882;4734
2173748;12831
2173383;643
2173406;829
2173407;829
2173465;829
2174251;829
2174362;829
2174363;829
2174368;829
2174369;829
2174435;829
2173497;1386
2173465;1962
2174362;1962
2174366;1962
2174369;1962
2174403;1962
2174405;1962
2174435;1962
2173407;1415
2173496;1415
2174325;2907
2174336;2907
2174337;2907
2173418;4239
2173707;2467
2174212;2467
2174216;2467
2174336;2467
2174353;2467
2174213;1482
2174215;1482
2174271;1482
2174331;1482
2174336;1482
2174347;1482
2173623;1357
2173773;1357
2174234;4817
2174334;4817
2174346;4817
2174236;12617
2174237;12617
2174298;12617
2173367;60
2173826;6739
2173827;6739
2173800;6803
2174098;4902
2173367;929
2174099;4219
2174101;4219
2174173;4219
2174183;4219
2173829;6793
2173828;6830
2173829;6830
2173773;12606
2173497;3812
2173407;2764
2173903;8801
2173773;2167
2173725;1687
2173546;297
2173398;267
2173900;267
2173776;3055
2173809;3055
2173783;6923
2173659;2501
2173722;368
2173623;2115
2173748;2115
2173470;634
2173749;796
2173537;1369
2173838;2349
2173853;2349
2173757;1327
2173773;2468
2174233;2468
2174295;2468
2174303;2468
2174335;2468
2173540;718
2173836;5586
2173850;5586
2173722;1606
2173743;1317
2174149;6945
2174275;6945
2173412;3496
2173843;3496
2173616;2750
2173618;2750
2173619;2750
2174265;4454
2174417;4454
2174463;4454
2173496;4636
2173523;6999
2173520;12566
2173784;1777
2173788;1777
2173616;2627
2173448;3557
2174185;3516
2174186;3516
2174279;3516
2173380;1118
2173646;1118
2173647;1118
2173650;1118
2174369;2135
2174377;2135
2174385;2135
2174403;2135
2173804;2688
2174428;2688
2173633;3307
2173635;3307
2173636;3307
2173637;3307
2173890;4666
2173734;7383
2173735;7383
2173736;7383
2173835;6800
2173836;6745
2173851;917
2173852;917
2173853;1578
2173881;906
2173840;9750
2173397;2166
2173793;1851
2173858;1851
2173843;6967
2173637;739
2173380;1370
2173646;1370
2173647;1370
2173896;2516
2173892;5339
2173893;5339
2173784;471
2173787;471
2173858;471
2173803;245
2173637;4000
2173638;4000
2173454;4361
2173865;3405
2173633;2379
2173634;2379
2173637;2379
2173638;2379
2174361;1881
2174384;1881
2174430;1881
2173616;2559
2173619;2559
2173868;2559
2173735;4726
2173486;3433
2173618;7434
2173748;3961
2173610;2255
2173463;4345
2173425;3049
2173871;14107
2174435;14107
2173616;786
2173618;786
2173710;1376
2173773;1376
2173580;429
2173589;429
2173778;429
2173748;382
2173479;2150
2174447;625
2174417;4466
2173496;1387
2174265;2121
2174424;2121
2174447;2121
2174453;2121
2173780;2281
2173879;2281
2173880;2281
2173804;1342
2173633;3147
2173635;3147
2173646;3148
2173647;3148
2173648;3148
2173779;1604
2173805;1604
2173791;3506
2173793;3506
2173794;3506
2173504;483
2173511;2238
2173513;2238
2173742;3637
2173465;1643
2173618;1643
2174045;1643
2173867;1614
2173868;1614
2173868;5361
2173857;2075
2173858;2075
2173478;667
2173406;405
2173407;405
2173407;240
2173749;240
2173406;800
2173407;800
2173406;2001
2173406;878
2173901;878
2174362;878
2173904;4011
2173902;2338
2173397;75
2173397;388
2174395;3198
2173398;2173
2173900;2173
2173398;2178
2173398;1160
2173902;1160
2173900;2184
2173882;2310
2173511;3290
2173516;3290
2173769;2237
2173610;3390
2173513;2192
2173517;2192
2173511;522
2173770;522
2173881;522
2173516;332
2173516;640
2173981;1472
2173479;574
2173503;309
2173507;309
2173886;309
2173507;744
2173882;622
2173387;2214
2173387;1435
2173504;1146
2173506;1146
2173507;1146
2173504;1115
2173506;1115
2173770;2235
2173765;2227
2173769;2227
2173765;2228
2173769;2228
2173764;458
2173757;2097
2173769;352
2173769;1133
2173511;290
2173516;290
2173517;290
2173513;2142
2173514;2142
2173517;2142
2173513;2239
2173514;2239
2173517;2239
2173383;2244
2173383;1162
2173383;2247
2173752;2286
2173605;2022
2173776;6939
2173882;6776
2173516;6854
2173503;2265
2173881;2265
2173605;1325
2173507;1021
2173765;1021
2173383;587
2173511;2264
2173514;2264
2173514;2276
2173516;2276
2173517;2276
2173765;507
2173780;3467
2173511;1272
2173514;1272
2173752;3520
2173752;2285
2173514;3367
2173516;3367
2173517;3367
2173770;3367
2173417;1630
2173809;1291
2173810;1291
2173773;4700
2173701;7305
2173742;6794
2173827;6903
2173897;5378
2173798;3400
2173890;6761
2173618;5381
2174296;14291
2173897;5492
2173890;5282
2173881;8622
2174313;14270
2173623;5346
2173840;9735
2173882;7408
2173371;7753
2173961;7753
2173881;6844
2173638;7295
2173371;1835
2173565;10147
2173795;3395
2174173;10544
2174179;10544
2174190;10544
2173859;8003
2173795;6986
2173691;13296
2173693;13296
2173697;13296
2173671;9414
2173870;3480
2173871;3480
