nom|lat|lng|type|capacite|seuil
Salon De Coiffure Elisabeth Rivaud|44.827384|-0.586303|Centres commerciaux|3|6
Salon De Coiffure Vania Laporte|44.839464|-0.578183|Centres commerciaux|7|4
Salon De L'Apprentissage Alternance Et Metiers Et Salon Du Recrutement En Alternance|44.856355|-0.568436|Halls d'exposition|5619|3
Salon De L'Apprentissage Et De L'Alternance Et Du Recrutement|44.856355|-0.568436|Halls d'exposition|5619|3
Salon De Muriel|44.840889|-0.583452|Centres commerciaux|15|5
Salon Des Createurs Des Ateliers D'Art Du 14 Au 16 Novembre 2014|44.856355|-0.568436|Halls d'exposition|5619|3
Salon Des Formations Artistiques Communication Et Numerique & Sante, Social Et Paramedical & Grandes|44.872645|-0.571176|Salles de spectacle / conférences|6141|6
Salon Des Futurs Maries 26 Et 27 Octobre 2013|44.856355|-0.568436|Halls d'exposition|5619|3
Salon Europeen Des Rencontres Fournisseurs|44.856355|-0.568436|Halls d'exposition|5619|3
Salon Joueclub 8 Et 9 Fevrier 2015|44.856355|-0.568436|Halls d'exposition|5619|3
Salon Masterclass Joueclub 10&11/02/2013|44.852746|-0.566354|Halls d'exposition|0|2
Salon Novaq|44.856355|-0.568436|Halls d'exposition|5619|3
Salon Pro A Pro Colruyt France|44.856355|-0.568436|Halls d'exposition|5619|3
Salon Studyrama|46.327502|-0.471609|Salles de spectacle / conférences|6141|9
Salon Tend'M|44.855285|-0.588633|Salles de spectacle / conférences|976|6
Salonsce Les 4 Et 05/04/2013|44.852746|-0.566354|Halls d'exposition|1200|2
Sarl Clin Ecole De Langues|44.831167|-0.578255|Écoles / collèges / lycées|44|5
Sarl Loding|44.843085|-0.57898|Centres commerciaux|0|4
Sarl Nathalis|44.837137|-0.576241|Mairies / administrations|0|4
Savs|44.833976|-0.601856|Écoles / collèges / lycées|18|7
Sc Coiffure|44.851038|-0.606921|Mairies / administrations|0|7
Sci Bordeaux Plaza Commerces Et Bureaux  Dos.General|44.865837|-0.575408|Centres commerciaux|0|6
Sci Bornand Rager|44.841134|-0.578409|Mairies / administrations|6|4
Sci Centre Mime|44.844759|-0.54794|Mairies / administrations|63|5
Sci Jf & F Guerin - Cabinet Assurances Et Medical|44.832549|-0.587791|Mairies / administrations|8|6
Sci Tristar Parties Communes|44.84164|-0.587916|Mairies / administrations|0|5
Scm Avocats Roquain Bardet|44.846229|-0.57528|Mairies / administrations|3|3
"Sessad ""Saute Mouton"""|44.860009|-0.609329|Écoles / collèges / lycées|12|8
Sofistyke|44.838052|-0.572428|Centres commerciaux|0|3
Stade Henri Lequesne:Bureaux|44.849574|-0.626403|Mairies / administrations|5|9
Stade Henri Lequesne:Tennis Couvert|44.849574|-0.626403|Gymnases / sports couverts|19|9
Station De Lavage Bill Washer Et Boutique De Vente|44.887418|-0.558335|Centres commerciaux|1|6
Station Service Esso|44.83468|-0.598995|Centres commerciaux|30|7
Ste Marie Bastide B.T.S.|44.844203|-0.553027|Écoles / collèges / lycées|20|4
Ste Marie Bastide Lycee Batiments D-E-F|44.843008|-0.552078|Écoles / collèges / lycées|613|4
Stephanie Desclouds Fleuriste|44.841402|-0.582815|Centres commerciaux|0|5
Style D'Albret|44.836715|-0.580897|Centres commerciaux|10|5
Sud-Ouest Formation Recherche|44.857346|-0.629214|Écoles / collèges / lycées|15|9
Surface Commerciale 4 Credit Agricole|44.860468|-0.609936|Centres commerciaux|19|8
Tabac Presse|44.827498|-0.586173|Centres commerciaux|15|6
Tabac Presse Le Brive|44.828429|-0.57967|Centres commerciaux|0|6
Tabac Presse Le Rouzic|44.843046|-0.550877|Centres commerciaux|0|4
Tabac-Presse La Croix Blanche|44.845424|-0.593768|Centres commerciaux|0|6
The Austarlian Pink Floyd Show|44.83489|-0.587663|Salles de spectacle / conférences|7212|6
The Kooples Diffusion|44.841959|-0.577694|Centres commerciaux|62|4
Theatre De La Corderie|44.85925|-0.571353|Salles de spectacle / conférences|176|4
Thierry Bezançon - Fleuriste Decorateur|44.839508|-0.581296|Centres commerciaux|0|5
Tour Bp  -  Petite Tour  2000|44.837815|-0.58662|Mairies / administrations|200|5
Tour Mozart|44.861346|-0.583043|Mairies / administrations|30|6
Trans'Formes 2013 - Nuit De La Création - 13 Avril 2013|44.848293|-0.541236|Gymnases / sports couverts|600|5
Tresorerie Generale - Drfip|44.835758|-0.588859|Mairies / administrations|0|6
Triopolis Les Bureaux Du Lac 10.Bat.2 Et 3|44.876343|-0.5751|Mairies / administrations|10|7
Triopolis Les Bureaux Du Lac 10:Bat 1|44.829635|-0.575007|Mairies / administrations|8|5
Trocathlon Du 17 Au 27 Octobre 2014|44.88067|-0.570246|Centres commerciaux|3754|7
Ulker Market|44.836034|-0.567279|Centres commerciaux|0|2
Union Saint Bruno : Batiment Nord|44.838752|-0.591063|Bibliothèques / médiathèques|168|6
Magasin C&A France|44.839735|-0.574214|Centres commerciaux|704|3
Magasin Citadium|44.840819|-0.574391|Centres commerciaux|332|3
13Ème Tournoi Open Entreprises Des Jsa Du 28 Juin 2013|44.828496|-0.612598|Gymnases / sports couverts|180|8
14Ème Forum Entreprises Du 7 Novembre 2012|44.856355|-0.568436|Halls d'exposition|0|3
15Èmes Journées Interactives De Réalités Thérapeutiques En Dermatologie|44.872645|-0.571176|Salles de spectacle / conférences|6141|6
3 Commerces|44.852864|-0.609398|Centres commerciaux|10|8
3 Eme Kino Kabaret International De Bordeaux 3 Octobre 2014|44.849663|-0.561249|Salles de spectacle / conférences|0|2
83Ème Congrès National Des Entrepreneurs Des Territoires|44.872645|-0.571176|Salles de spectacle / conférences|6141|6
African Foods|44.830884|-0.568948|Centres commerciaux|0|4
Agence Adecco|44.837501|-0.575682|Mairies / administrations|4|4
Agence Aquitanis Le Mikado Des Aubiers|44.872788|-0.572658|Mairies / administrations|11|6
Agence Bancaire Bnp Paribas St Seurin|44.850803|-0.577521|Mairies / administrations|10|4
Agence Bancaire Bnp Paribas Tivoli|44.853514|-0.593145|Mairies / administrations|14|6
Agence Bancaire Caisse D'Epargne|44.840738|-0.560038|Mairies / administrations|0|2
Agence Bancaire Credit Mutuel|44.821898|-0.582469|Mairies / administrations|19|6
Agence Centrale Des Capucins|44.829676|-0.568212|Mairies / administrations|6|4
Agence Centrale Des Capucins|44.830817|-0.567086|Mairies / administrations|12|4
Agence Credit Cooperatif|44.840747|-0.569569|Mairies / administrations|20|2
Agence De La Caisse D'Epargne Paul Doumer|44.851871|-0.574576|Mairies / administrations|15|3
Agence Du Cic Societe Bordelaise|44.85452|-0.57259|Mairies / administrations|18|3
Agence Du Credit Agricole D'Aquitaine|44.836617|-0.580865|Mairies / administrations|10|5
Agence France Telecom|44.838373|-0.573865|Mairies / administrations|16|3
Agence Gruener|44.841253|-0.584555|Mairies / administrations|10|5
Agence Immo De France|44.835128|-0.580704|Mairies / administrations|0|5
Agence Immobiliere|44.853777|-0.571264|Mairies / administrations|15|3
Agence Immobiliere Laforêt|44.843715|-0.628607|Mairies / administrations|0|9
Agence Immobiliere Nansouty - Cabinet Bedin|44.847452|-0.584018|Mairies / administrations|8|5
Agence Immobiliere Square Habitat|44.862132|-0.587876|Mairies / administrations|0|6
Agence La Mutuelle Generale De Bordeaux|44.834885|-0.574424|Mairies / administrations|0|4
Agence Ppc - Bnp Paribas|44.835154|-0.567124|Mairies / administrations|13|3
Agence Sfr Thiers|44.848651|-0.546565|Mairies / administrations|0|4
Agence Square Habitat|44.822577|-0.581149|Mairies / administrations|11|6
Agep|44.830063|-0.580612|Mairies / administrations|25|5
Ajp Immobilier|44.841408|-0.584707|Mairies / administrations|0|5
Alternance Gironde|44.887616|-0.565327|Écoles / collèges / lycées|0|6
Alveoles Clairiere Des Aubiers|44.873002|-0.572112|Gymnases / sports couverts|19|6
Ambu 33|44.834086|-0.602223|Mairies / administrations|0|7
Amplifon Groupe France|44.814497|-0.571666|Centres commerciaux|12|7
Anne De Solene|44.857082|-0.561521|Centres commerciaux|38|2
Antenne Sociale|44.837628|-0.572099|Mairies / administrations|20|3
Appart City Bordeaux Centre|44.833084|-0.596761|Salles de spectacle / conférences|139|7
Apple Store Rue Sainte Catherine Ex Credit Agricole|44.842044|-0.574353|Centres commerciaux|232|3
April Sante|44.854076|-0.572495|Mairies / administrations|8|3
Aquiflor 2013 Le 11/09/2013|44.841077|-0.589546|Halls d'exposition|5000|6
Argenterie Judaique|44.841702|-0.583666|Centres commerciaux|17|5
Armurerie De Bordeaux|44.839548|-0.579745|Centres commerciaux|0|4
Art.Culture|44.842204|-0.572152|Centres commerciaux|18|2
Arthur|44.841119|-0.577295|Centres commerciaux|12|4
Asiana|44.840168|-0.578266|Mairies / administrations|0|4
Association Afro Jazz Street|44.848908|-0.583528|Écoles / collèges / lycées|19|5
Association Are 33|44.844157|-0.596521|Mairies / administrations|30|6
Association Bx-Bristol|44.84039|-0.569416|Salles de spectacle / conférences|0|2
Association Conviviale Et Musicale Des Portue|44.814607|-0.553738|Salles de spectacle / conférences|190|5
Atelier 29|44.845798|-0.5773|Centres commerciaux|30|3
Atelier De Peinture Janiere Dominique|44.823277|-0.598651|Centres commerciaux|0|8
Atelier Jocaps|44.83653|-0.570082|Centres commerciaux|0|3
Aumonerie De L'Association Diocesaine De Bordeaux|44.850209|-0.58652|Écoles / collèges / lycées|88|5
Auto Ecole Abdou|44.874268|-0.573527|Mairies / administrations|15|7
Auto Ecole Associative De L'A.L.P|44.851723|-0.610761|Écoles / collèges / lycées|7|8
Azahar Style|44.839603|-0.57976|Centres commerciaux|15|4
Babioles & Bidules|44.829741|-0.581237|Centres commerciaux|0|6
Banque Courtois|44.843549|-0.576007|Mairies / administrations|5|3
Banque Populaire|44.837337|-0.575949|Mairies / administrations|0|4
Banque Populaire Du Sud Ouest|44.839688|-0.599083|Mairies / administrations|12|7
Banque Postale|44.825586|-0.588561|Mairies / administrations|11|7
Bastide Niel Ilot B031 Locaux Commerciaux Et Salle  Multimedia|44.833804|-0.581907|Centres commerciaux|0|5
Batiment A Usage De Bureaux Et D Expositions|44.843458|-0.59059|Mairies / administrations|42|6
Beaute 33|44.841176|-0.581216|Mairies / administrations|5|4
Bibliotheque Du Jardin Public|44.850314|-0.576895|Bibliothèques / médiathèques|50|4
Bibliotheque Sncf Bastide|44.845858|-0.551118|Bibliothèques / médiathèques|10|5
Bibliotheque St Michel-Capucins|44.830777|-0.566897|Bibliothèques / médiathèques|90|4
Bijouterie Garel|44.843271|-0.578548|Centres commerciaux|6|4
C.C.Leclerc St Louis: Dos General|44.862954|-0.567368|Centres commerciaux|3500|4
C.C.Leclerc St Louis: Pressing Blanchisserie|44.826032|-0.577327|Centres commerciaux|0|6
C.C.Les Bastides: Bibliotheque Benauge|44.843955|-0.542428|Bibliothèques / médiathèques|199|5
C.C.Meriadeck: Boulangerie Paul|44.852604|-0.57636|Centres commerciaux|48|4
C.C.St Christoly: Agatha|44.839286|-0.576552|Centres commerciaux|0|4
C.C.St Christoly: Boutique Sepia|44.839286|-0.576552|Centres commerciaux|19|4
C.C.St Christoly: Celio|44.839286|-0.576552|Centres commerciaux|0|4
C.C.St Christoly: Lynx Optic|44.839286|-0.576552|Centres commerciaux|0|4
C.C.St Christoly: Portrex|44.839286|-0.576552|Centres commerciaux|2|4
C.D.A.F.: Bat.D|44.842252|-0.58574|Mairies / administrations|10|5
C.E.S.D.A. R.Chapon: Bat C|44.843006|-0.598178|Écoles / collèges / lycées|15|7
C.E.S.D.A. R.Chapon: Bat D|44.843006|-0.598178|Écoles / collèges / lycées|5|7
Cabinet Amincissement Isabelle Olivier|44.843484|-0.575916|Centres commerciaux|6|3
Cabinet D'Assurances Et Placements Yann Savary|44.827453|-0.594177|Mairies / administrations|6|7
Cabinet D'Avocat Duperie|44.846355|-0.577712|Mairies / administrations|0|3
Cabinet D'Avocat Ex-Commerce ( Ex La Cage Aux Fous  Ex N2.116)|44.837746|-0.57049|Centres commerciaux|112|3
Cabinet D'Avocats|44.843844|-0.5729|Mairies / administrations|3|2
Cabinet D'Avocats|44.843722|-0.576717|Mairies / administrations|3|3
Cabinet D'Avocats|44.837337|-0.575949|Mairies / administrations|0|4
Cabinet D'Expertise Comptable C. Lucante|44.866792|-0.538046|Mairies / administrations|13|2
Cabinet D'Orthophonie Letellier|44.855406|-0.591473|Mairies / administrations|2|6
Cabinet D'Orthophoniste Malet|44.851566|-0.61001|Mairies / administrations|0|8
Cabinet De Kinesitherapie|44.840383|-0.596128|Mairies / administrations|3|6
Cabinet Dentaire|44.844759|-0.576533|Hôpitaux / cliniques|11|3
Cabinet Dentaire|44.829974|-0.564319|Mairies / administrations|6|3
Cabinet Dentaire  Cdbm|44.879838|-0.572531|Mairies / administrations|0|7
Cabinet Dentaire Barret (Ex Pharmacie D'Albret)|44.835432|-0.580805|Mairies / administrations|6|5
Cabinet Dentaire De La Victoire|44.830519|-0.571546|Mairies / administrations|6|4
Cabinet Dentaire El Amrani|44.836778|-0.570599|Mairies / administrations|2|3
Cabinet Finckh|44.826158|-0.576964|Mairies / administrations|0|6
Cabinets Medicaux Bullier|44.844684|-0.583657|Mairies / administrations|12|5
Cabinets Medicaux Et Paramedicaux|44.841606|-0.588155|Mairies / administrations|12|5
Centre Commercial Europe - Salon De Coiffure Fabio Salsa|44.845771|-0.619939|Centres commerciaux|10|8
Centre Commercial Europe Du Gd Parc : Ilot C|44.862132|-0.587876|Centres commerciaux|0|6
Centre Culturel Leonard De Vinci|44.853673|-0.574252|Salles de spectacle / conférences|100|3
Centre D'Activites Du Parc (Cap)|44.842709|-0.608677|Écoles / collèges / lycées|25|8
Centre D'Information Et De Recrutement Des Forces Armees|44.838582|-0.577273|Mairies / administrations|19|4
Centre De Culture Physique D'Aquitaine|44.847738|-0.57112|Gymnases / sports couverts|100|2
Centre De Formation - Arpeje|44.825298|-0.589537|Écoles / collèges / lycées|31|7
Centre De Medecine Sociale( Voir W 157 )|44.848855|-0.599313|Hôpitaux / cliniques|0|7
Centre Medico-Chirurgical Gallien|44.844001|-0.581566|Mairies / administrations|156|4
Centre Medico-Scolaire ( Ancienne Crama )|44.848933|-0.599517|Mairies / administrations|10|7
Centre Social Et Culturel Le Lac: Atelier 6-12 Ans|44.872529|-0.570658|Écoles / collèges / lycées|30|6
Centre Social Et Culturel Le Lac: Dos General|44.872529|-0.570658|Écoles / collèges / lycées|0|6
Centre Technique De Coiffure|44.834536|-0.584536|Écoles / collèges / lycées|50|5
Cercle Mixte De Bx:Site Nansouty|44.817875|-0.566233|Hôtels / hébergements|781|6
Cged|44.8731|-0.562998|Centres commerciaux|648|6
Ch.Ch.Perrens : Batiment 04 - Institut De Formation En Soins Infirmiers Et Labo|44.823625|-0.600266|Écoles / collèges / lycées|400|8
Ch.Ch.Perrens : Batiment 18 -|44.823625|-0.600266|Hôpitaux / cliniques|38|8
Ch.Ch.Perrens Bat Psychomotricite-Esthetique-Kinesitherapie|44.823625|-0.600266|Mairies / administrations|6|8
Ch.Ch.Perrens Hop De Jour Bastide|44.84161|-0.551133|Hôpitaux / cliniques|16|4
Ch.Ch.Perrens Hopital De Jour|44.838407|-0.593006|Hôpitaux / cliniques|15|6
Ch.Ch.Perrens Unite De Soins Relais|44.837986|-0.572259|Hôpitaux / cliniques|46|3
Championnat D'Europe De Horse-Ball|44.843016|-0.590765|Halls d'exposition|0|6
Love Shop|44.835987|-0.575267|Centres commerciaux|0|4
Lutherie|44.835676|-0.565083|Centres commerciaux|0|2
Lycee Gustave Eiffel|44.828963|-0.564593|Écoles / collèges / lycées|5615|4
Lycee Gustave Eiffel:Annexe Ferbos|44.827922|-0.566511|Écoles / collèges / lycées|584|4
Lycee M.Montaigne: Batiment 1 Aile Est Et Foyer Des Internes|44.834845|-0.571889|Écoles / collèges / lycées|280|4
Lycee Prive Du Matin|44.833474|-0.570957|Écoles / collèges / lycées|470|4
Lycee Professionnel Tregey : Bt D Locaux Techniques|44.840214|-0.547255|Écoles / collèges / lycées|0|4
Lyonnaise Des Eaux Batiment Ramses|44.864628|-0.565858|Écoles / collèges / lycées|69|5
Magasin|44.856609|-0.60282|Centres commerciaux|19|7
Magasin|44.860468|-0.609936|Centres commerciaux|1678|8
Magasin Adidas (Ex Celio)|44.8409|-0.577503|Centres commerciaux|194|4
Magasin Alex Tissus|44.871275|-0.563475|Centres commerciaux|665|6
Magasin Baiser Sauvage|44.841869|-0.576621|Centres commerciaux|152|4
Magasin Bijouterie D'Agincourt Wilkinson|44.842414|-0.577541|Centres commerciaux|19|4
Magasin Billabong|44.837525|-0.573516|Centres commerciaux|186|3
Magasin D'Instruments De Musique|44.836732|-0.573788|Centres commerciaux|18|4
Magasin Dafy Moto|44.84941|-0.582627|Centres commerciaux|536|4
Magasin Damart|44.843749|-0.577782|Centres commerciaux|6|4
Magasin De Chaussures J B|44.813204|-0.564677|Centres commerciaux|0|6
Magasin De Couture|44.839413|-0.570165|Centres commerciaux|4|2
Magasin De Vente|44.842772|-0.555361|Centres commerciaux|226|3
Magasin Decathlon|44.883176|-0.571574|Centres commerciaux|3654|7
Magasin Docks Caviar|44.834707|-0.573389|Centres commerciaux|70|4
Magasin Father & Sons|44.841914|-0.578299|Centres commerciaux|35|4
Magasin Fnac ( Ex Nouvelles  Galeries ).Lot 1|44.83959|-0.574067|Centres commerciaux|2198|3
Magasin G-Star|44.841038|-0.575|Centres commerciaux|67|3
Magasin Galeries Lafayettes|44.836696|-0.573652|Centres commerciaux|2402|4
Magasin Gifi (Ex Tati)|44.834859|-0.574278|Centres commerciaux|473|4
Magasin Gliss Up|44.830786|-0.587268|Centres commerciaux|19|6
Magasin Hugo Boss|44.841911|-0.576055|Centres commerciaux|84|3
Magasin Intermarche Express|44.836086|-0.581024|Centres commerciaux|195|5
Magasin Kiloutou|44.88067|-0.570246|Centres commerciaux|80|7
Magasin Krys|44.842423|-0.622533|Centres commerciaux|36|8
Magasin L'Ile Bleue|44.84095|-0.576028|Centres commerciaux|0|3
Magasin La Halle Aux Chaussures|44.82193|-0.596205|Centres commerciaux|42|8
Magasin Leroy Merlin|44.88067|-0.570246|Centres commerciaux|3800|7
Magasin Lidl Furtado|44.825113|-0.56172|Centres commerciaux|533|4
Magasin Marche Plus|44.848581|-0.582924|Centres commerciaux|167|4
Magasin Neurone-Folies|44.833782|-0.57324|Centres commerciaux|97|4
Magasin Optic 2000|44.845803|-0.578775|Centres commerciaux|15|4
Magasin Palais Des Thes|44.841897|-0.578524|Centres commerciaux|46|4
Magasin Picard Surgelés|44.839139|-0.593799|Centres commerciaux|69|6
Magasin Pimkie|44.840611|-0.574236|Centres commerciaux|320|3
Magasin Pinault|44.872043|-0.56145|Centres commerciaux|106|5
Magasin Procomarche- Centre De Proprete|44.825689|-0.547908|Centres commerciaux|189|2
Magasin Salamander|44.841951|-0.577806|Centres commerciaux|26|4
Magasin Sci Hclc|44.840148|-0.571933|Centres commerciaux|0|3
Magasin Surgeles Picard|44.855014|-0.61352|Centres commerciaux|175|8
Magasin Tauzin Opticien|44.842138|-0.579562|Centres commerciaux|43|4
Magasin Volteo|44.874712|-0.555313|Centres commerciaux|46|4
Mairie De Quartier Bordeaux Sud|44.852606|-0.568586|Mairies / administrations|0|2
Maison D'Assistantes Maternelles La Maison Des Nounous|44.847985|-0.629699|Écoles / collèges / lycées|12|9
